catalogue_id,title,boost_case,file,suite,registered_in_cmake,status,notes
,,cr12_gap_stage_declared_chunk_digest,src/test/modelnet_cr12_gapfill_tests.cpp,modelnet_cr12_gapfill_tests,no,UNCATALOGUED_NATIVE,exclusive gapfill TU; not in CMake; not a CR12-* catalogue id
,,cr12_gap_export_chunk_digest_roundtrip,src/test/modelnet_cr12_gapfill_tests.cpp,modelnet_cr12_gapfill_tests,no,UNCATALOGUED_NATIVE,exclusive gapfill TU; not in CMake; not a CR12-* catalogue id
,,cr12_gap_spec_error_codes_exist,src/test/modelnet_cr12_gapfill_tests.cpp,modelnet_cr12_gapfill_tests,no,UNCATALOGUED_NATIVE,exclusive gapfill TU; not in CMake; not a CR12-* catalogue id
,,cr12_j01_new_entrant_without_bespoke_code,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j02_split_service_customer,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j03_institutional_custody_statement,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j04_managed_reserve_mandate,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j05_business_treasury_capital_loop,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j06_family_group_segregation,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j07_whole_portfolio_fund_view,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j08_late_source_correction,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j09_unknown_value_under_outage,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j10_native_research_commitment,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j11_public_release_to_cognitive_holding,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j12_signed_export_and_hostile_import,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j13_desktop_analyst_journey,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j14_portfolio_technology_business,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j15_reserve_and_operational_shocks,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j16_concurrency_and_idempotency,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j17_scale_and_cancellation,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j18_provider_exit_with_pending_capital,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j19_migration_and_rollback,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_j20_neutral_commercial_demonstration,src/test/modelnet_cr12_journey_tests.cpp,modelnet_cr12_journey_tests,yes,UNCATALOGUED_NATIVE,journey J-series; not a CR12-* catalogue id
,,cr12_recovery_11_persist_roundtrip,src/test/modelnet_cr12_recovery_tests.cpp,modelnet_cr12_recovery_tests,yes,UNCATALOGUED_NATIVE,extra recovery case beyond CR12-RECOVERY-01..10
,,cr12_sdk_01_spawn_body_id,src/test/modelnet_cr12_sdk_tests.cpp,modelnet_cr12_sdk_tests,yes,UNCATALOGUED_NATIVE,sdk family; not a CR12-* catalogue id
,,cr12_sdk_02_refuse_export_secrets,src/test/modelnet_cr12_sdk_tests.cpp,modelnet_cr12_sdk_tests,yes,UNCATALOGUED_NATIVE,sdk family; not a CR12-* catalogue id
,,cr12_sdk_03_refuse_execute_from_analytics,src/test/modelnet_cr12_sdk_tests.cpp,modelnet_cr12_sdk_tests,yes,UNCATALOGUED_NATIVE,sdk family; not a CR12-* catalogue id
,,cr12_sdk_04_typed_paths_no_rpc,src/test/modelnet_cr12_sdk_tests.cpp,modelnet_cr12_sdk_tests,yes,UNCATALOGUED_NATIVE,sdk family; not a CR12-* catalogue id
,,cr12_sdk_05_automatic_spend_atoms_zero,src/test/modelnet_cr12_sdk_tests.cpp,modelnet_cr12_sdk_tests,yes,UNCATALOGUED_NATIVE,sdk family; not a CR12-* catalogue id
,,cr12_sdk_06_catalog_forty_three,src/test/modelnet_cr12_sdk_tests.cpp,modelnet_cr12_sdk_tests,yes,UNCATALOGUED_NATIVE,sdk family; not a CR12-* catalogue id
,,cr12_sdk_07_export_manifest_has_no_secrets,src/test/modelnet_cr12_sdk_tests.cpp,modelnet_cr12_sdk_tests,yes,UNCATALOGUED_NATIVE,sdk family; not a CR12-* catalogue id
,,cr12_sdk_08_https_default,src/test/modelnet_cr12_sdk_tests.cpp,modelnet_cr12_sdk_tests,yes,UNCATALOGUED_NATIVE,sdk family; not a CR12-* catalogue id
,,cr12_sdk_09_import_not_custody,src/test/modelnet_cr12_sdk_tests.cpp,modelnet_cr12_sdk_tests,yes,UNCATALOGUED_NATIVE,sdk family; not a CR12-* catalogue id
,,cr12_sdk_10_no_brand_dispatch,src/test/modelnet_cr12_sdk_tests.cpp,modelnet_cr12_sdk_tests,yes,UNCATALOGUED_NATIVE,sdk family; not a CR12-* catalogue id
