kind,id,family,title,method,path,native_file,boost_case,process_file,evidence_tier,quality,handler,notes
CASE,CR11-TCO-05,TCO,Hardware counted once,,,src/test/modelnet_cr11_tco_tests.cpp,cr11_tco_05_hardware_counted_once,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,detect duplicated hardware allocation or require explicit allocation policy
CASE,CR11-TCO-06,TCO,Utilization sensitivity,,,src/test/modelnet_cr11_tco_tests.cpp,cr11_tco_06_utilization_sensitivity,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,recalculate per-task results without fixed universal savings
CASE,CR11-TCO-07,TCO,Horizon boundaries,,,src/test/modelnet_cr11_tco_tests.cpp,cr11_tco_07_horizon_boundaries,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,reject or enforce the finite supported horizon
CASE,CR11-TCO-08,TCO,Forecast versus actual,,,src/test/modelnet_cr11_tco_tests.cpp,cr11_tco_08_forecast_versus_actual,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,keep assumptions and actual observations separate
CASE,CR11-TCO-09,TCO,Private workload inputs,,,src/test/modelnet_cr11_tco_tests.cpp,cr11_tco_09_private_workload_inputs,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,complete without collecting private prompt or KV state
CASE,CR11-TCO-10,TCO,External route stays planning,,,src/test/modelnet_cr11_tco_tests.cpp,cr11_tco_10_external_route_stays_planning,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,do not route inference calls or purchase service automatically
CASE,CR11-APPROVE-01,APPROVE,Distinct-person quorum,,,src/test/modelnet_cr11_approve_tests.cpp,cr11_approve_01_distinct_person_quorum,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,count one person and keep quorum pending
CASE,CR11-APPROVE-02,APPROVE,Initiator exclusion,,,src/test/modelnet_cr11_approve_tests.cpp,cr11_approve_02_initiator_exclusion,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,record or reject as specified but never count toward quorum
CASE,CR11-APPROVE-03,APPROVE,Changed allocation,,,src/test/modelnet_cr11_approve_tests.cpp,cr11_approve_03_changed_allocation,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,invalidate the old matching approval before execution
CASE,CR11-APPROVE-04,APPROVE,Changed policy,,,src/test/modelnet_cr11_approve_tests.cpp,cr11_approve_04_changed_policy,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,deny submit until authority matches
CASE,CR11-APPROVE-05,APPROVE,Changed committee,,,src/test/modelnet_cr11_approve_tests.cpp,cr11_approve_05_changed_committee,,NOT_RUN,STUB,src/modelnet/hcp_cr11.cpp+engine,BOOST_CHECK(true) only after Cr11ExpirePerson
CASE,CR11-APPROVE-06,APPROVE,Veto,,,src/test/modelnet_cr11_approve_tests.cpp,cr11_approve_06_veto,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,deny while veto remains active
CASE,CR11-APPROVE-07,APPROVE,Decision withdrawal,,,src/test/modelnet_cr11_approve_tests.cpp,cr11_approve_07_decision_withdrawal,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,count only the latest valid decision
CASE,CR11-APPROVE-08,APPROVE,Decision expiration,,,src/test/modelnet_cr11_approve_tests.cpp,cr11_approve_08_decision_expiration,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,return approval required
CASE,CR11-APPROVE-09,APPROVE,Two authorities,,,src/test/modelnet_cr11_approve_tests.cpp,cr11_approve_09_two_authorities,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,keep finance authorization separate and request local permission
CASE,CR11-APPROVE-10,APPROVE,Role-body mismatch,,,src/test/modelnet_cr11_approve_tests.cpp,cr11_approve_10_role_body_mismatch,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,reject forged actor before counting
CASE,CR11-PLAN-01,PLAN,Cycle rejection,,,src/test/modelnet_cr11_plan_tests.cpp,cr11_plan_01_cycle_rejection,test/functional/feature_modelnet_cr11.py,NATIVE+PROCESS,REAL,src/modelnet/hcp_cr11.cpp+engine,reject without reserving or dispatching a child
CASE,CR11-PLAN-02,PLAN,Missing dependency,,,src/test/modelnet_cr11_plan_tests.cpp,cr11_plan_02_missing_dependency,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,reject the inconsistent graph
CASE,CR11-PLAN-03,PLAN,Finite graph,,,src/test/modelnet_cr11_plan_tests.cpp,cr11_plan_03_finite_graph,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,reject before expensive expansion
CASE,CR11-PLAN-04,PLAN,Stable child identities,,,src/test/modelnet_cr11_plan_tests.cpp,cr11_plan_04_stable_child_identities,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,reuse each exact child operation ID and intent
CASE,CR11-PLAN-05,PLAN,Partial conversion,,,src/test/modelnet_cr11_plan_tests.cpp,cr11_plan_05_partial_conversion,,NATIVE,WEAK,src/modelnet/hcp_cr11.cpp+engine,CompleteConversion('nope') then available>=0
CASE,CR11-PLAN-06,PLAN,Unknown child,,,src/test/modelnet_cr11_plan_tests.cpp,cr11_plan_06_unknown_child,,NOT_RUN,STUB,src/modelnet/hcp_cr11.cpp+engine,BOOST_CHECK(true) only after ForceBroadcastUnknown
CASE,CR11-PLAN-07,PLAN,Fenced execution,,,src/test/modelnet_cr11_plan_tests.cpp,cr11_plan_07_fenced_execution,,NATIVE,WEAK,src/modelnet/hcp_cr11.cpp+engine,DualInstancePeerNote independent flag; not two fenced replicas
CASE,CR11-PLAN-08,PLAN,Pre-effect cancellation,,,src/test/modelnet_cr11_plan_tests.cpp,cr11_plan_08_pre_effect_cancellation,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,release only safe reservations atomically
CASE,CR11-PLAN-09,PLAN,Post-effect cancellation,,,src/test/modelnet_cr11_plan_tests.cpp,cr11_plan_09_post_effect_cancellation,,NOT_RUN,STUB,src/modelnet/hcp_cr11.cpp+engine,BOOST_CHECK(true) only after SetDmaActive+FenceDma
CASE,CR11-PLAN-10,PLAN,Separate entity approvals,,,src/test/modelnet_cr11_plan_tests.cpp,cr11_plan_10_separate_entity_approvals,,NATIVE,REAL,src/modelnet/hcp_cr11.cpp+engine,never use one entity approval for another entity funds
CASE,CR11-LEDGER-01,LEDGER,Customer lot mapping,,,src/test/modelnet_cr11_ledger_tests.cpp,cr11_ledger_01_customer_lot_mapping,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,PutLot/AttributeOutput lab map; not actual native outpoint
CASE,CR11-LEDGER-02,LEDGER,Signer crash,,,src/test/modelnet_cr11_ledger_tests.cpp,cr11_ledger_02_signer_crash,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,CrashOutbox/RecoverOutbox flags; not signer process crash
CASE,CR11-LEDGER-03,LEDGER,Broadcast ambiguity,,,src/test/modelnet_cr11_ledger_tests.cpp,cr11_ledger_03_broadcast_ambiguity,,NOT_RUN,TAUTOLOGY,src/modelnet/hcp_cr11_engine.inc.cpp,BOOST_CHECK(LastTxid empty || true) always true
CASE,CR11-LEDGER-04,LEDGER,Reorg correction,,,src/test/modelnet_cr11_ledger_tests.cpp,cr11_ledger_04_reorg_correction,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,InjectReorg then NativeHeight>=0
CASE,CR11-LEDGER-05,LEDGER,Known secret persists,,,src/test/modelnet_cr11_ledger_tests.cpp,cr11_ledger_05_known_secret_persists,,NOT_RUN,TAUTOLOGY,src/modelnet/hcp_cr11_engine.inc.cpp,BOOST_CHECK(!KnowledgeDisclosed || KnowledgeDisclosed) always true
CASE,CR11-LEDGER-06,LEDGER,Refund beneficiary,,,src/test/modelnet_cr11_ledger_tests.cpp,cr11_ledger_06_refund_beneficiary,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,AccountAvailable==1000; no refund credit path
CASE,CR11-LEDGER-07,LEDGER,No lifetime recycling,,,src/test/modelnet_cr11_ledger_tests.cpp,cr11_ledger_07_no_lifetime_recycling,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,deny until new authority is explicitly approved
CASE,CR11-LEDGER-08,LEDGER,Fee conservation,,,src/test/modelnet_cr11_ledger_tests.cpp,cr11_ledger_08_fee_conservation,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,AccountHeld==0; no fee settlement
CASE,CR11-LEDGER-09,LEDGER,Database/signing boundary,,,src/test/modelnet_cr11_ledger_tests.cpp,cr11_ledger_09_database_signing_boundary,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,SetSchemaMigrationCrash Persist false/true; not DB/signer outbox
CASE,CR11-LEDGER-10,LEDGER,Backup recovery,,,src/test/modelnet_cr11_ledger_tests.cpp,cr11_ledger_10_backup_recovery,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,Persist/Restore round-trip; not custody backup restore
CASE,CR11-PROGRAM-01,PROGRAM,Outcome-defined objective,,,src/test/modelnet_cr11_program_tests.cpp,cr11_program_01_outcome_defined_objective,test/functional/feature_modelnet_cr11_journeys.py,NATIVE+PROCESS,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,retain exact objective without selecting a mandatory model brand
CASE,CR11-PROGRAM-02,PROGRAM,Independent sponsors,,,src/test/modelnet_cr11_program_tests.cpp,cr11_program_02_independent_sponsors,test/functional/feature_modelnet_cr11_journeys.py,NATIVE+PROCESS,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,show separate commitments and refund controllers
CASE,CR11-PROGRAM-03,PROGRAM,Membership not consent,,,src/test/modelnet_cr11_program_tests.cpp,cr11_program_03_membership_not_consent,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,require a separate approved allocation
CASE,CR11-PROGRAM-04,PROGRAM,No invented pool,,,src/test/modelnet_cr11_program_tests.cpp,cr11_program_04_no_invented_pool,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,do not create pooled escrow or transferable security rights
CASE,CR11-PROGRAM-05,PROGRAM,Native evaluation authority,,,src/test/modelnet_cr11_program_tests.cpp,cr11_program_05_native_evaluation_authority,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,GoLiveManifest nonempty; no evaluator/award rules
CASE,CR11-PROGRAM-06,PROGRAM,Evidence privacy,,,src/test/modelnet_cr11_program_tests.cpp,cr11_program_06_evidence_privacy,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,enforce declared visibility
CASE,CR11-PROGRAM-07,PROGRAM,Refund terms,,,src/test/modelnet_cr11_program_tests.cpp,cr11_program_07_refund_terms,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,lifetime_spent==0 with refund_replenish false
CASE,CR11-PROGRAM-08,PROGRAM,Terms revision,,,src/test/modelnet_cr11_program_tests.cpp,cr11_program_08_terms_revision,,NOT_RUN,STUB,src/modelnet/hcp_cr11_engine.inc.cpp,BOOST_CHECK(true) only after ChangeTerms
CASE,CR11-PROGRAM-09,PROGRAM,Supplier proceeds,,,src/test/modelnet_cr11_program_tests.cpp,cr11_program_09_supplier_proceeds,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,AnalyticsView exists
CASE,CR11-PROGRAM-10,PROGRAM,Replicated deployment,,,src/test/modelnet_cr11_program_tests.cpp,cr11_program_10_replicated_deployment,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,POST position type only; no 100-device count
CASE,CR11-HOLD-01,HOLD,Public free holding,,,src/test/modelnet_cr11_hold_tests.cpp,cr11_hold_01_public_free_holding,,NOT_RUN,TAUTOLOGY,src/modelnet/hcp_cr11_engine.inc.cpp,exists(acquisition_price) || true always true
CASE,CR11-HOLD-02,HOLD,Exact recipe identity,,,src/test/modelnet_cr11_hold_tests.cpp,cr11_hold_02_exact_recipe_identity,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,keep distinct recipe/lock identities
CASE,CR11-HOLD-03,HOLD,Rights independence,,,src/test/modelnet_cr11_hold_tests.cpp,cr11_hold_03_rights_independence,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,do not infer exclusive IP or model revenue rights
CASE,CR11-HOLD-04,HOLD,Shared base allocation,,,src/test/modelnet_cr11_hold_tests.cpp,cr11_hold_04_shared_base_allocation,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,count the base once under the chosen allocation method
CASE,CR11-HOLD-05,HOLD,Ready is local evidence,,,src/test/modelnet_cr11_hold_tests.cpp,cr11_hold_05_ready_is_local_evidence,,NOT_RUN,TAUTOLOGY,src/modelnet/hcp_cr11_engine.inc.cpp,find RUNTIME_READY || true always true
CASE,CR11-HOLD-06,HOLD,Lock update,,,src/test/modelnet_cr11_hold_tests.cpp,cr11_hold_06_lock_update,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,retain exact old lock until authorized update
CASE,CR11-HOLD-07,HOLD,Retirement is not deletion,,,src/test/modelnet_cr11_hold_tests.cpp,cr11_hold_07_retirement_is_not_deletion,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,preserve public files and lease-safe local behavior
CASE,CR11-HOLD-08,HOLD,Provider exit,,,src/test/modelnet_cr11_hold_tests.cpp,cr11_hold_08_provider_exit,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,continue locally without a provider heartbeat
CASE,CR11-HOLD-09,HOLD,Cost not liquid mark,,,src/test/modelnet_cr11_hold_tests.cpp,cr11_hold_09_cost_not_liquid_mark,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,exclude cognitive cost from spendable reserve
CASE,CR11-HOLD-10,HOLD,Private inventory,,,src/test/modelnet_cr11_hold_tests.cpp,cr11_hold_10_private_inventory,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,do not infer or enumerate its private local inventory
CASE,CR11-PRODUCT-01,PRODUCT,Eligibility,,,src/test/modelnet_cr11_product_tests.cpp,cr11_product_01_eligibility,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,GET prod-demo 200; no ineligible customer
CASE,CR11-PRODUCT-02,PRODUCT,Referral is not execution,,,src/test/modelnet_cr11_product_tests.cpp,cr11_product_02_referral_is_not_execution,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,"do not create a trade, loan or funded contract"
CASE,CR11-PRODUCT-03,PRODUCT,Actual rights,,,src/test/modelnet_cr11_product_tests.cpp,cr11_product_03_actual_rights,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,show actual provider/contract not a BTX-created security
CASE,CR11-PRODUCT-04,PRODUCT,Fee state,,,src/test/modelnet_cr11_product_tests.cpp,cr11_product_04_fee_state,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,book no execution/referral fee without its contracted event
CASE,CR11-PRODUCT-05,PRODUCT,Encumbrance,,,src/test/modelnet_cr11_product_tests.cpp,cr11_product_05_encumbrance,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,observe reduced actual availability
CASE,CR11-PRODUCT-06,PRODUCT,Firm quote expiry,,,src/test/modelnet_cr11_product_tests.cpp,cr11_product_06_firm_quote_expiry,,NOT_RUN,STUB,src/modelnet/hcp_cr11_engine.inc.cpp,BOOST_CHECK(true) only after ExpireQuote
CASE,CR11-PRODUCT-07,PRODUCT,Data sharing consent,,,src/test/modelnet_cr11_product_tests.cpp,cr11_product_07_data_sharing_consent,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,send only the customer-approved bounded data
CASE,CR11-PRODUCT-08,PRODUCT,Adapter outage,,,src/test/modelnet_cr11_product_tests.cpp,cr11_product_08_adapter_outage,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,GET /profile 200; not product-adapter isolation
CASE,CR11-PRODUCT-09,PRODUCT,Existing engine,,,src/test/modelnet_cr11_product_tests.cpp,cr11_product_09_existing_engine,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,use actual venue execution rather than fabricated native terms
CASE,CR11-PRODUCT-10,PRODUCT,No phantom yield,,,src/test/modelnet_cr11_product_tests.cpp,cr11_product_10_no_phantom_yield,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,do not invent staking yield or automatic rehypothecation
CASE,CR11-REPORT-01,REPORT,Snapshot consistency,,,src/test/modelnet_cr11_report_tests.cpp,cr11_report_01_snapshot_consistency,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,bind to a consistent snapshot or explicit per-source observations
CASE,CR11-REPORT-02,REPORT,Separate values,,,src/test/modelnet_cr11_report_tests.cpp,cr11_report_02_separate_values,test/functional/feature_modelnet_cr11_journeys.py,NATIVE+PROCESS,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,keep three dimensions separate without invented NAV
CASE,CR11-REPORT-03,REPORT,Entity scope,,,src/test/modelnet_cr11_report_tests.cpp,cr11_report_03_entity_scope,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,exclude unauthorized data
CASE,CR11-REPORT-04,REPORT,FX freshness,,,src/test/modelnet_cr11_report_tests.cpp,cr11_report_04_fx_freshness,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,show unavailable valuation without substituting zero
CASE,CR11-REPORT-05,REPORT,FOCUS edition,,,src/test/modelnet_cr11_report_tests.cpp,cr11_report_05_focus_edition,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,Object type ReserveReport; no FOCUS1.3 validator
CASE,CR11-REPORT-06,REPORT,Duplicate invoice,,,src/test/modelnet_cr11_report_tests.cpp,cr11_report_06_duplicate_invoice,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,Two report_ids differ; not invoice dedup
CASE,CR11-REPORT-07,REPORT,Assumption provenance,,,src/test/modelnet_cr11_report_tests.cpp,cr11_report_07_assumption_provenance,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,retain original assumption version and actual period
CASE,CR11-REPORT-08,REPORT,Actual revenue,,,src/test/modelnet_cr11_report_tests.cpp,cr11_report_08_actual_revenue,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,AccountAvailable==1000; no fee basis
CASE,CR11-REPORT-09,REPORT,History correction,,,src/test/modelnet_cr11_report_tests.cpp,cr11_report_09_history_correction,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,retain immutable original and explicit superseding record
CASE,CR11-REPORT-10,REPORT,Spreadsheet injection,,,src/test/modelnet_cr11_report_tests.cpp,cr11_report_10_spreadsheet_injection,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,Accepts label =cmd; no CSV escape
CASE,CR11-LOCAL-01,LOCAL,Walletless acquisition,,,src/test/modelnet_cr11_local_tests.cpp,cr11_local_01_walletless_acquisition,test/functional/feature_modelnet_cr11_journeys.py,NATIVE+PROCESS,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,verify and prepare without wallet funding or full chain sync
CASE,CR11-LOCAL-02,LOCAL,Locality reuse,,,src/test/modelnet_cr11_local_tests.cpp,cr11_local_02_locality_reuse,,NOT_RUN,STUB,src/modelnet/hcp_cr11_engine.inc.cpp,BOOST_CHECK(true) only after PutResidentBase/LAN/Internet
CASE,CR11-LOCAL-03,LOCAL,Owner grant,,,src/test/modelnet_cr11_local_tests.cpp,cr11_local_03_owner_grant,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,ask for local approval without executing
CASE,CR11-LOCAL-04,LOCAL,CFO not OS authority,,,src/test/modelnet_cr11_local_tests.cpp,cr11_local_04_cfo_not_os_authority,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,retain independent software trust requirement
CASE,CR11-LOCAL-05,LOCAL,Gateway outage,,,src/test/modelnet_cr11_local_tests.cpp,cr11_local_05_gateway_outage,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,continue local use and safe lease lifecycle
CASE,CR11-LOCAL-06,LOCAL,Package substitution,,,src/test/modelnet_cr11_local_tests.cpp,cr11_local_06_package_substitution,,NOT_RUN,STUB,src/modelnet/hcp_cr11_engine.inc.cpp,BOOST_CHECK(true) only after PutPackage
CASE,CR11-LOCAL-07,LOCAL,Device replay,,,src/test/modelnet_cr11_local_tests.cpp,cr11_local_07_device_replay,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,PairDevice B; no A-to-B replay deny
CASE,CR11-LOCAL-08,LOCAL,Physical cancellation,,,src/test/modelnet_cr11_local_tests.cpp,cr11_local_08_physical_cancellation,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,retain physical buffers until backend fence confirms safety
CASE,CR11-LOCAL-09,LOCAL,Credential isolation,,,src/test/modelnet_cr11_local_tests.cpp,cr11_local_09_credential_isolation,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,"no token appears in model, package, process environment or peer traffic"
CASE,CR11-LOCAL-10,LOCAL,Coarse reporting,,,src/test/modelnet_cr11_local_tests.cpp,cr11_local_10_coarse_reporting,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,"send no raw prompts, KV, absolute paths or complete inventory"
CASE,CR11-AUTH-01,AUTH,Wrong sender key,,,src/test/modelnet_cr11_auth_tests.cpp,cr11_auth_01_wrong_sender_key,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,deny token use
CASE,CR11-AUTH-02,AUTH,DPoP replay,,,src/test/modelnet_cr11_auth_tests.cpp,cr11_auth_02_dpop_replay,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,reject proof replay while business idempotency stays separate
CASE,CR11-AUTH-03,AUTH,Body substitution,,,src/test/modelnet_cr11_auth_tests.cpp,cr11_auth_03_body_substitution,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,reject unmatched immutable approval digest
CASE,CR11-AUTH-04,AUTH,Audience mismatch,,,src/test/modelnet_cr11_auth_tests.cpp,cr11_auth_04_audience_mismatch,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,deny
CASE,CR11-AUTH-05,AUTH,Public client secrecy,,,src/test/modelnet_cr11_auth_tests.cpp,cr11_auth_05_public_client_secrecy,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,contain no confidential shared OAuth secret
CASE,CR11-AUTH-06,AUTH,Read-only scope,,,src/test/modelnet_cr11_auth_tests.cpp,cr11_auth_06_read_only_scope,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,deny before state mutation
CASE,CR11-AUTH-07,AUTH,Provider key compromise,,,src/test/modelnet_cr11_auth_tests.cpp,cr11_auth_07_provider_key_compromise,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,reject new authority while preserving historic records
CASE,CR11-AUTH-08,AUTH,Root enrollment,,,src/test/modelnet_cr11_auth_tests.cpp,cr11_auth_08_root_enrollment,,NOT_RUN,TAUTOLOGY,src/modelnet/hcp_cr11_engine.inc.cpp,EnrollProvider || true always true
CASE,CR11-AUTH-09,AUTH,Browser request forgery,,,src/test/modelnet_cr11_auth_tests.cpp,cr11_auth_09_browser_request_forgery,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,enforce session/origin/profile protections
CASE,CR11-AUTH-10,AUTH,SSRF boundary,,,src/test/modelnet_cr11_auth_tests.cpp,cr11_auth_10_ssrf_boundary,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,RegisterFetch mock 403; not live SSRF policy
CASE,CR11-PRIV-01,PRIV,Reporting default,,,src/test/modelnet_cr11_priv_tests.cpp,cr11_priv_01_reporting_default,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,no local telemetry is sent by default
CASE,CR11-PRIV-02,PRIV,Private response cache,,,src/test/modelnet_cr11_priv_tests.cpp,cr11_priv_02_private_response_cache,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,never serve one customer data to another
CASE,CR11-PRIV-03,PRIV,Event partition,,,src/test/modelnet_cr11_priv_tests.cpp,cr11_priv_03_event_partition,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,GET /events status 200|400|401
CASE,CR11-PRIV-04,PRIV,Secret sentinels,,,src/test/modelnet_cr11_priv_tests.cpp,cr11_priv_04_secret_sentinels,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,find no sentinel in unauthorized outputs
CASE,CR11-PRIV-05,PRIV,Prompt and KV,,,src/test/modelnet_cr11_priv_tests.cpp,cr11_priv_05_prompt_and_kv,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,no input or cached state reaches the hosted service
CASE,CR11-PRIV-06,PRIV,Aggregate analytics,,,src/test/modelnet_cr11_priv_tests.cpp,cr11_priv_06_aggregate_analytics,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,enforce explicit policy and minimum cohort controls
CASE,CR11-PRIV-07,PRIV,Export credential exclusion,,,src/test/modelnet_cr11_priv_tests.cpp,cr11_priv_07_export_credential_exclusion,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,"exclude login tokens, private keys and bearer capabilities"
CASE,CR11-PRIV-08,PRIV,Adviser revocation,,,src/test/modelnet_cr11_priv_tests.cpp,cr11_priv_08_adviser_revocation,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,POST export 201; no mid-export revoke
CASE,CR11-PRIV-09,PRIV,Financial retention distinction,,,src/test/modelnet_cr11_priv_tests.cpp,cr11_priv_09_financial_retention_distinction,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,IntentCount>=0 always
CASE,CR11-PRIV-10,PRIV,Pairwise device identity,,,src/test/modelnet_cr11_priv_tests.cpp,cr11_priv_10_pairwise_device_identity,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,use distinct pairwise identifiers and no global private tracking ID
CASE,CR11-UX-01,UX,Six primary screens,,,src/test/modelnet_cr11_ux_tests.cpp,cr11_ux_01_six_primary_screens,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,Local string contains six words; no portal
CASE,CR11-UX-02,UX,Persistent payer,,,src/test/modelnet_cr11_ux_tests.cpp,cr11_ux_02_persistent_payer,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,show exact legal payer and portfolio
CASE,CR11-UX-03,UX,One decision packet,,,src/test/modelnet_cr11_ux_tests.cpp,cr11_ux_03_one_decision_packet,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,present all effects coherently without per-packet prompts
CASE,CR11-UX-04,UX,Independent local permission,,,src/test/modelnet_cr11_ux_tests.cpp,cr11_ux_04_independent_local_permission,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,identify the remaining local permission separately
CASE,CR11-UX-05,UX,Duplicate click,,,src/test/modelnet_cr11_ux_tests.cpp,cr11_ux_05_duplicate_click,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,one business operation occurs
CASE,CR11-UX-06,UX,Unknown outcome copy,,,src/test/modelnet_cr11_ux_tests.cpp,cr11_ux_06_unknown_outcome_copy,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,Error string constant equality
CASE,CR11-UX-07,UX,Keyboard and reader,,,src/test/modelnet_cr11_ux_tests.cpp,cr11_ux_07_keyboard_and_reader,,NOT_RUN,STUB,src/modelnet/hcp_cr11_engine.inc.cpp,BOOST_CHECK(true) only; no keyboard/reader lab
