requirement_id,section,short_requirement,implementation_files,implementation_symbols,tests,evidence_path,status,reviewer,notes
S-9.4-05,9.4,avoid writable hardlinks to operator files that can mutate under verified storage,src/modelnet/store.cpp;src/modelnet/source_local.cpp,IsPortableRelPath;LocalFileByteSource,src/test/modelnet_r10_security_tests.cpp,src/test/modelnet_r10_security_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-9.4-06,9.4,content-defined physical dedup benchmarked on real versions and shipped only if justified,src/modelnet/physical_dedup.cpp,ContentDefinedDedupShipped,src/test/modelnet_convergence_tests.cpp;src/test/modelnet_network02_audit_tests.cpp,src/test/modelnet_convergence_tests.cpp,DEFERRED_WITH_EVIDENCE,continue-20260917-round3,CDC NONSHIPPING; ContentDefinedDedupShipped() asserted false; exact-piece reuse ships
S-10.1-01,10.1,a named backend added via interactive prompt or a credential-file handle,src/modelnet/s3_store.cpp;contrib/modelnet/btx-model,CloudStoreConfig;addmodelstorage,src/test/modelnet_cloud_tests.cpp,src/test/modelnet_cloud_tests.cpp,IMPLEMENTED_WITH_GAP,continue-20260917-round3,RPC proven; interactive CLI prompt journey NOT_RUN
S-10.1-02,10.1,CLI arguments contain references never raw secrets,contrib/modelnet/btx-model;src/modelnet/s3_store.cpp,credential-file;CloudStoreConfig,src/test/modelnet_sentinel_secret_tests.cpp,src/test/modelnet_sentinel_secret_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.1-03,10.1,credential scope and connectivity test are local operations,src/modelnet/s3_store.cpp;src/modelnet/helper_network02.cpp,inspectmodelstorage;testmodelstorage,src/test/modelnet_cloud_tests.cpp,audit/e2e/minio-layouts.log,IMPLEMENTED_WITH_GAP,continue-20260917-round3,testcloudstorage probe_ok against real MinIO over the S3 wire protocol; no live R2/AWS endpoint
S-10.1-04,10.1,preview shows source bytes/layout/operations/spool/publication policy/finite budget,src/modelnet/import_plan.cpp,ImportPlan;ImportPlanJson,src/test/modelnet_network02_import_tests.cpp;src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.1-05,10.1,executing a reviewed plan authorizes the listed cloud actions only,src/modelnet/import_plan.cpp;src/modelnet/import_coordinator.cpp,ImportPlan;authorization_ref,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,plan digest is the approval target
S-10.1-06,10.1,the documented btx-model cloud add/test/import command contracts exist,contrib/modelnet/btx-model,btx-model,contrib/modelnet/validate-doc-examples.sh,contrib/modelnet/btx-model,IMPLEMENTED_WITH_GAP,continue-20260917-round3,wrapper present; not all documented subcommand names are implemented (see CONV-40)
S-10.2-01,10.2,static owner-only files + environment indirection + short-lived session credentials,src/modelnet/s3_store.cpp;src/modelnet/s3_client.cpp,CloudStoreConfig,src/test/modelnet_cloud_tests.cpp,src/test/modelnet_cloud_tests.cpp,IMPLEMENTED_NOT_YET_PROVEN,continue-20260917-round3,all three shapes accepted; STS session-credential refresh NOT_RUN
S-10.2-02,10.2,separate read and upload capabilities where practical,src/modelnet/s3_store.cpp;src/modelnet/access_policy.cpp,CloudStoreConfig;access_policy,src/test/modelnet_cloud_tests.cpp,src/test/modelnet_cloud_tests.cpp,IMPLEMENTED_NOT_YET_PROVEN,continue-20260917-round3,scoped config exists; no live split-capability key test
S-10.2-03,10.2,reject group/world-readable secret files by default with a test-only unsafe override,src/modelnet/s3_store.cpp;src/modelnet/firstrun.cpp,AllowPayloadStorageFile,src/test/modelnet_r10_security_tests.cpp,src/test/modelnet_r10_security_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.2-04,10.2,handles in configuration; secret bytes in the local secret provider,src/modelnet/s3_store.cpp,CloudStoreConfig,src/test/modelnet_sentinel_secret_tests.cpp,src/test/modelnet_sentinel_secret_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.2-05,10.2,redact Authorization/presigned queries/tokens/upload IDs/provider failures,src/modelnet/direct_seed.cpp;src/modelnet/origin_broker.cpp,RedactPresignedUrl;OriginJsonHasCredential,src/test/modelnet_r10_security_tests.cpp;src/test/modelnet_sentinel_secret_tests.cpp,src/test/modelnet_r10_security_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.2-06,10.2,external workers receive only the narrow capability a job needs,src/modelnet/source_policy.cpp,TorrentWorkerReceivesS3Credentials,src/test/modelnet_convergence_tests.cpp,src/test/modelnet_convergence_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,TorrentWorkerReceivesS3Credentials() asserted false
S-10.2-07,10.2,do not execute shell pipelines constructed from URLs,src/modelnet/source_policy.cpp;src/modelnet/event_journal.cpp,SourceLocatorAllowed;EventTextMayBecomeCommand,src/test/modelnet_r10_security_tests.cpp,src/test/modelnet_r10_security_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.2-08,10.2,vetted HTTP/S3 library with cert verification/canonicalization/bounded redirects,src/modelnet/s3_client.cpp;src/modelnet/source_policy.cpp,SourceFollowsRedirects;s3_client,src/test/modelnet_cloud_tests.cpp;src/test/modelnet_r10_security_tests.cpp,audit/e2e/minio-layouts.log,IMPLEMENTED_WITH_GAP,continue-20260917-round3,redirect cap and canonicalization unit-proven; MinIO leg was plaintext loopback so no TLS certificate verification was exercised
S-10.2-09,10.2,review pinned AWS signing code rather than improvise signature cryptography,src/modelnet/s3_client.cpp;contrib/modelnet/dependency-lock.md,s3_client,src/test/modelnet_cloud_tests.cpp,audit/e2e/minio-layouts.log,IMPLEMENTED_WITH_GAP,continue-20260917-round3,SigV4 accepted by a real MinIO server over a socket; not checked against AWS or R2
S-10.3-01,10.3,part size is an allowed multiple compatible with backend limits and object length,src/modelnet/object_layout.h;src/modelnet/s3_client.cpp,MULTIPART_PART_BYTES;kCloudStreamChunkBytes;PutStream,src/test/modelnet_r2_storage_tests.cpp,audit/r2-storage.md,IMPLEMENTED_WITH_GAP,r-disposition-round2-20260917,R2S-03 (HIGH): the planner publishes 64 MiB parts while S3Client::PutStream uploads in 8 MiB kCloudStreamChunkBytes parts so the published plan understates Class A operations by 8x and a live multipart object caps at about 78 GiB against kS3HttpsMaxParts=10000
S-10.3-02,10.3,for known length ceil(length/part_size) must not exceed max_parts,src/modelnet/object_layout.cpp;src/modelnet/s3_client.cpp,MultipartPartCount;kS3HttpsMaxParts,src/test/modelnet_r2_storage_tests.cpp,audit/r2-storage.md,IMPLEMENTED_WITH_GAP,r-disposition-round2-20260917,the planner arithmetic is overflow-safe and unit-proven; R2S-03 finds the live client never computes the part count from content_length before live_begin - the 10000-part ceiling is checked incrementally inside the upload loop so the refusal lands after about 78 GiB of ingress and live_abort discards all of it
S-10.3-03,10.3,for unknown length reserve a bounded maximum; never switch object identity midway,src/modelnet/multipart_journal.cpp,MultipartJournal;MultipartPhase,src/test/modelnet_network02_audit_tests.cpp,src/test/modelnet_network02_audit_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.3-04,10.3,at most configured concurrent part buffers and a bounded durable retry spool,src/modelnet/multipart_journal.cpp;src/modelnet/io_executor.cpp,MultipartJournal;IoExecutor,src/test/modelnet_n02_journey2_iso_tests.cpp,src/test/modelnet_n02_journey2_iso_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.3-05,10.3,journal initiation/key/snapshot/offsets/checksums/ETags/completion,src/modelnet/multipart_journal.cpp,MultipartPart;MultipartJournal,src/test/modelnet_network02_audit_tests.cpp;src/test/modelnet_n02_journey2_iso_tests.cpp,src/test/modelnet_n02_journey2_iso_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.3-06,10.3,ETags are opaque completion tokens not SHA-384 identity,src/modelnet/multipart_journal.cpp,MultipartEtagIsCanonicalIdentity,src/test/modelnet_network02_audit_tests.cpp,src/test/modelnet_network02_audit_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,MultipartEtagIsCanonicalIdentity() asserted false
S-10.3-07,10.3,on restart reconcile ListParts against the journal then resume or safely abort,src/modelnet/multipart_journal.cpp,MultipartJournal;MultipartPhase,src/test/modelnet_n02_journey2_iso_tests.cpp,audit/e2e/minio-layouts.log,IMPLEMENTED_WITH_GAP,continue-20260917-round3,FakeS3 ListParts reconcile proven and the helper was SIGTERM-restarted against real MinIO; no mid-multipart restart on the real backend
S-10.3-08,10.3,never combine parts from changed source revisions,src/modelnet/multipart_journal.cpp;src/modelnet/import_coordinator.cpp,SOURCE_CHANGED;MultipartJournal,src/test/modelnet_n02_journey2_iso_tests.cpp,src/test/modelnet_n02_journey2_iso_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.3-09,10.3,CompleteMultipartUpload parsed from the provider response not an HTTP status,src/modelnet/s3_client.cpp;src/modelnet/multipart_journal.cpp,s3_client;MultipartPhase,src/test/modelnet_cloud_tests.cpp,src/test/modelnet_cloud_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,200-with-error-body case covered
S-10.3-10,10.3,staging keys may remain the final physical mapping; no forced 400 GiB server-side copy,src/modelnet/piece_store.cpp;src/modelnet/object_layout.cpp,PieceObjectKey;ObjectKeySourceFile,src/test/modelnet_r2_storage_tests.cpp,src/test/modelnet_r2_storage_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.3-11,10.3,GC targets only BTX-owned keys proven unreferenced never arbitrary bucket contents,src/modelnet/piece_store.cpp;src/modelnet/s3_store.cpp,PieceObjectKey;S3PieceStore,src/test/modelnet_r2_storage_tests.cpp;src/test/modelnet_r10_security_tests.cpp,src/test/modelnet_r2_storage_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.4-01,10.4,reserve request count and worst-case bytes before issuing billable operations,src/modelnet/s3_store.cpp;src/modelnet/import_plan.cpp,OperationBudget;ChargeGet;PutObject,src/test/modelnet_cloud_tests.cpp;src/test/modelnet_r2_storage_tests.cpp,audit/r2-storage.md,IMPLEMENTED_WITH_GAP,r-disposition-round2-20260917,the request-count precheck runs before dispatch but the bytes half is inverted - R2S-04 (HIGH) finds GetObject prechecks with a byte count of zero then transfers then charges so an over-budget response is transferred and billed by the provider discarded by BTX and never recorded in the ledger; R2S-05 finds the entire write path is unbudgeted
S-10.4-02,10.4,track attempts/retries/bytes/grants/estimated cost/observed provider billing,src/modelnet/s3_store.cpp;src/modelnet/helper_network02.cpp,getmodeloriginhealth;CloudStoreConfig,src/test/modelnet_cloud_tests.cpp,src/test/modelnet_cloud_tests.cpp,IMPLEMENTED_WITH_GAP,continue-20260917-round3,counters exist; observed provider billing never supplied (no live account)
S-10.4-03,10.4,refund an unused reservation only when no operation was dispatched; uncertainty stays exposure,src/modelnet/multipart_journal.cpp;src/modelnet/s3_store.cpp,REMOTE_OUTCOME_UNKNOWN;MultipartPhase,src/test/modelnet_n02_journey2_iso_tests.cpp,src/test/modelnet_n02_journey2_iso_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.4-04,10.4,R2 pricing modelled with stored capacity and operations billed separately,src/modelnet/cloud_layout.cpp,EstimatedGetsPerColdRetrieval;CloudProviderIsR2,src/test/modelnet_cloud_tests.cpp;src/test/modelnet_convergence_tests.cpp,audit/r2-storage.md,IMPLEMENTED_WITH_GAP,r-disposition-round2-20260917,the two-axis pricing model and the 102400-GET arithmetic are right as stated and are not inflated into hundreds of dollars; the operation count fed into it is understated because the live read path bills per 64 KiB (r2-storage §1.3) so the dollar figure is optimistic by the same factor
S-10.4-05,10.4,vendor prices are a dated optional configuration snapshot never a protocol rule,doc/modelnet/storage-backends.md;src/modelnet/cloud_layout.cpp,CloudProvider,src/test/modelnet_cloud_tests.cpp,doc/modelnet/storage-backends.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.5-01,10.5,AUTO minimizes a weighted objective of request cost/byte cost/latency/cache pressure/waste,src/modelnet/object_layout.cpp;src/modelnet/cloud_layout.cpp,PlanObjectLayout;ResolveCloudLayout,src/test/modelnet_planner_tests.cpp;src/test/modelnet_cloud_tests.cpp,src/test/modelnet_planner_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.5-02,10.5,whole-file for cooperative bootstrap / extents for mixed / pieces for sparse gaps,src/modelnet/object_layout.cpp,PlanObjectLayout;PhysicalObjectLayout,src/test/modelnet_planner_tests.cpp,src/test/modelnet_planner_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.5-03,10.5,explicit operator choice preserved over AUTO,src/modelnet/object_layout.cpp,PlanObjectLayout;PhysicalObjectLayoutFromName,src/test/modelnet_planner_tests.cpp,src/test/modelnet_planner_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.5-04,10.5,a WHOLE_FILE_ONLY origin may decline random piece requests and advertises that accurately,src/modelnet/cloud_layout.cpp;src/modelnet/origin_broker.cpp,CloudReadStrategy;OriginDeliveryMode,src/test/modelnet_cloud_tests.cpp;src/test/modelnet_network02_ef_tests.cpp,src/test/modelnet_network02_ef_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-10.5-05,10.5,the planner returns its rationale in the preview,src/modelnet/object_layout.cpp,ObjectLayoutPlanJson,src/test/modelnet_planner_tests.cpp,src/test/modelnet_planner_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.1-01,11.1,ImportPlan binds source kind/revision/files/sizes/destination/spool/budget/permissions/identity/rights,src/modelnet/import_plan.cpp,ImportPlan;ImportFileSpec;ParseImportPlan,src/test/modelnet_network02_import_tests.cpp;src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.1-02,11.1,the plan digest is the approval target,src/modelnet/import_plan.cpp,ImportPlanJson;expected_plan_digest,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,STALE_PLAN on mismatch
S-11.1-03,11.1,preview performs only bounded metadata requests under a discovery budget,src/modelnet/import_plan.cpp;src/modelnet/import_coordinator.cpp,previewmodelimport;OperationBudget,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.1-04,11.1,thirteen ImportPlan states implemented,src/modelnet/import_coordinator.cpp;src/modelnet/import_plan.cpp,ImportPhase,src/test/modelnet_network02_import_tests.cpp,src/test/modelnet_network02_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,DRAFT..FAILED
S-11.1-05,11.1,each job exposes useful bytes separately from retry and local/cloud committed bytes,src/modelnet/import_coordinator.cpp;src/modelnet/helper_network02.cpp,getmodelimport;ImportCoordinator,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.1-06,11.1,cancellation stops new work records uncertain remote operations and supports safe resume,src/modelnet/import_coordinator.cpp;src/modelnet/multipart_journal.cpp,cancelmodelimport;REMOTE_OUTCOME_UNKNOWN,src/test/modelnet_n02_journey2_iso_tests.cpp,src/test/modelnet_n02_journey2_iso_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.1-07,11.1,cancel is not a promise to erase an already published model,src/modelnet/import_coordinator.cpp,cancelmodelimport,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.2-01,11.2,open only approved paths and enumerate safe regular files,src/modelnet/source_local.cpp;src/modelnet/import_coordinator.cpp,LocalFileByteSource;ImportRelPathUnsafe,src/test/modelnet_network02_tests.cpp;src/test/modelnet_r10_security_tests.cpp,src/test/modelnet_r10_security_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.2-02,11.2,reject symlinks by default plus device files/path escapes/duplicate canonical names,src/modelnet/source_local.cpp;src/modelnet/store.cpp,ImportRelPathUnsafe;IsPortableRelPath,src/test/modelnet_r10_security_tests.cpp,src/test/modelnet_r10_security_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.2-03,11.2,pin a source snapshot and reject source changes during import,src/modelnet/source_local.cpp;src/modelnet/import_coordinator.cpp,SourceSnapshot;SOURCE_CHANGED,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.2-04,11.2,stream each file through hashing and destination writing without a second full copy,src/modelnet/source_local.cpp;src/modelnet/import_coordinator.cpp,LocalFileByteSource;ImportCoordinator,src/test/modelnet_network02_import_tests.cpp,src/test/modelnet_network02_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.2-05,11.2,no Python import pickle load or model execution during qualification,src/modelnet/qualification.cpp,qualification,src/test/modelnet_r10_security_tests.cpp,src/test/modelnet_r10_security_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.3-01,11.3,repo/tree/resolve-file URLs accepted through an explicit parser,src/modelnet/source_huggingface.cpp;src/modelnet/source_local.h,HuggingFaceLocatorAllowed,src/test/modelnet_network02_import_tests.cpp,src/test/modelnet_network02_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,no string concatenation
S-11.3-02,11.3,resolve branch/tag to an immutable commit before enumerating files,src/modelnet/source_huggingface.cpp,HuggingFaceByteSource,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_WITH_GAP,continue-20260917-round3,fixture revision resolution only; live HF resolve NOT_RUN
S-11.3-03,11.3,both the user's original reference and the resolved revision kept in provenance,src/modelnet/source_huggingface.cpp,HUGGINGFACE_PROVENANCE_NOTE,src/test/modelnet_network02_import_tests.cpp,src/test/modelnet_network02_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.3-04,11.3,select only reviewed model assets; do not mirror every executable file by default,src/modelnet/catalog.cpp;src/modelnet/selective_files.cpp,GuessFileRole;SelectiveFileSet,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.3-05,11.3,respect gated/private access; a token is not permission to republish,src/modelnet/source_huggingface.cpp;src/modelnet/source_policy.cpp,HUGGINGFACE_PROVENANCE_NOTE;SourceLocatorAllowed,src/test/modelnet_network02_import_tests.cpp,src/test/modelnet_network02_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.3-06,11.3,narrow token forwarding to authorized HF endpoints; strip credentials on unrelated redirects,src/modelnet/source_huggingface.cpp;src/modelnet/source_policy.cpp,SourceFollowsRedirects,src/test/modelnet_r10_security_tests.cpp,src/test/modelnet_r10_security_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.3-07,11.3,verify sizes and available upstream hashes,src/modelnet/source_huggingface.cpp,HuggingFaceByteSource,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_WITH_GAP,continue-20260917-round3,fixture sizes verified; real LFS/Xet hash comparison NOT_RUN
S-11.3-08,11.3,compressed responses and Range semantics must not corrupt offset accounting,src/modelnet/source_huggingface.cpp,HuggingFaceByteSource,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,unexpected-compression rejected
S-11.3-09,11.3,a Range resume receiving 200 resets the staged stream or fails; never appends at a partial offset,src/modelnet/source_huggingface.cpp,HuggingFaceByteSource,src/test/modelnet_r3_import_tests.cpp;src/test/modelnet_network02_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.3-10,11.3,detect source revision or object validator changes,src/modelnet/source_huggingface.cpp;src/modelnet/import_coordinator.cpp,SOURCE_CHANGED,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.3-11,11.3,Xet reconstruction path implemented via a pinned streaming interface or packaged worker,src/modelnet/source_xet.cpp,XetByteSource,src/test/modelnet_network02_import_tests.cpp;src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_WITH_GAP,continue-20260917-round3,in-tree source class; no pinned hf_xet worker and no live reconstruction
S-11.3-12,11.3,instrument permits and outstanding bytes; a stream API is not proof of bounded memory,src/modelnet/source_xet.cpp;src/modelnet/io_executor.cpp,XetByteSource;IoExecutor,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,bounded sink asserted
S-11.3-13,11.3,no full local snapshot required when the destination is cloud-backed,src/modelnet/import_coordinator.cpp;src/modelnet/multipart_journal.cpp,ImportCoordinator;MultipartJournal,src/test/modelnet_n02_journey2_iso_tests.cpp,src/test/modelnet_n02_journey2_iso_tests.cpp,IMPLEMENTED_WITH_GAP,continue-20260917-round3,cloud-backed destination proven without a full local snapshot; the live HF-to-S3 stream is still NOT_RUN
S-11.4-01,11.4,BTX->S3 imports verify the canonical manifest first and retain per-piece verification,src/modelnet/import_coordinator.cpp;src/modelnet/verified_manifest.cpp,VerifyManifestAgainstRequest;ImportCoordinator,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.4-02,11.4,S3->BTX imports pin object generation and length; an object name is not model identity,src/modelnet/s3_store.cpp;src/modelnet/import_plan.cpp,S3PieceStore;ImportSourceKind,src/test/modelnet_r2_storage_tests.cpp;src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.4-03,11.4,a server-side copy reduces node bytes only if integrity is already or subsequently established,src/modelnet/import_coordinator.cpp,ImportCoordinator,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.4-04,11.4,a server-side copy alone cannot manufacture an audited SHA-384 model identity,src/modelnet/import_coordinator.cpp;src/modelnet/store.cpp,ImportCoordinator::AcceptVerifiedManifest;VerifyPiece,src/test/modelnet_r3_import_tests.cpp,audit/r3-imports.md,IMPLEMENTED_WITH_GAP,r-disposition-round2-20260917,on the LOCAL path identity is genuinely earned because cat.ImportPath hashes into the store; R3-2 (HIGH) finds AcceptVerifiedManifest adopts the caller's model_id and artifact_id after only a non-null check and never hashes the staged files nor requires that any bytes were staged so HF/Xet/torrent identity rests on the manifest verifier alone
S-11.5-01,11.5,publishing signs the importer's own model/search/provenance record,src/modelnet/records.cpp;src/modelnet/import_coordinator.cpp,publishmodelimport;records,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.5-02,11.5,original publisher attribution is a claim unless a valid signature or delegation exists,src/modelnet/source_huggingface.cpp;src/modelnet/records.cpp,HUGGINGFACE_PROVENANCE_NOTE,src/test/modelnet_network02_import_tests.cpp,src/test/modelnet_network02_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.5-03,11.5,source URL/revision/date/files/validation mode/rights stored separately from ModelCore,src/modelnet/import_plan.cpp;src/modelnet/cores.cpp,ImportPlan;cores,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-11.5-04,11.5,publishing an import must not imply the importer trained the model,src/modelnet/records.cpp;doc/modelnet/howto.md,rights_approval,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-12.1-01,12.1,torrent/magnet import through an installed btx-torrentd worker with pinned libtorrent,src/modelnet/source_torrent.cpp;src/modelnet/supervisor.cpp,TorrentByteSource;supervisor,src/test/modelnet_r3_import_tests.cpp,doc/modelnet/libtorrent-parts-bin-audit.md,IMPLEMENTED_WITH_GAP,continue-20260917-round3,in-process source + parts-bin audit; btx-torrentd subprocess never built or run (OPERATOR_GATED)
S-12.1-02,12.1,the ordinary user needs no external torrent client,contrib/modelnet/btx-model;src/modelnet/source_torrent.cpp,btx-model import,src/test/modelnet_r3_import_tests.cpp,contrib/modelnet/btx-model,IMPLEMENTED_WITH_GAP,continue-20260917-round3,depends on the gated worker
S-12.1-03,12.1,BTX controls job plans/storage/verification/publication; the worker owns torrent sockets only,src/modelnet/source_torrent.cpp;src/modelnet/import_coordinator.cpp,TorrentByteSource;ImportCoordinator,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,boundary proven at the interface
S-12.1-04,12.1,the worker is never a consensus or wallet component,src/modelnet/source_policy.cpp,TorrentWorkerReceivesS3Credentials,src/test/modelnet_convergence_tests.cpp,src/test/modelnet_convergence_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-12.1-05,12.1,magnet metadata acquisition is an explicitly approved bounded discovery action,src/modelnet/source_torrent.cpp,ParseTorrentInfohash;OperationBudget,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_NOT_YET_PROVEN,continue-20260917-round3,parser proven; no live swarm metadata fetch
S-12.1-06,12.1,the plan discloses whether the worker uploads during acquisition and seeds afterwards,src/modelnet/source_torrent.cpp;src/modelnet/import_plan.cpp,ReverseTorrentBridge;ImportPlan,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-12.1-07,12.1,default reverse seeding is off; enabling requires finite bandwidth/time/storage policy,src/modelnet/source_torrent.cpp,ReverseTorrentBridge;settorrentsourcepolicy,src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-12.1-08,12.1,never expose wallet identifiers private model identities or bucket URLs in trackers,src/modelnet/source_torrent.cpp;src/modelnet/package_export.cpp,ReverseTorrentStatusJson;PublicExportKeyForbidden,src/test/modelnet_sentinel_secret_tests.cpp;src/test/modelnet_r10_security_tests.cpp,src/test/modelnet_sentinel_secret_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-12.2-01,12.2,v1 v2 and hybrid torrents supported with a fixture for each,src/modelnet/source_torrent.cpp,TorrentByteSource;ParseTorrentInfohash,src/test/modelnet_r3_import_tests.cpp;src/test/modelnet_network02_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_WITH_GAP,continue-20260917-round3,three fixture shapes parsed in-process; no libtorrent-validated hybrid run
S-12.2-02,12.2,bound bencode size/recursion/file count/path length/piece layers/total length before allocation,src/modelnet/source_torrent.cpp,TorrentFileNameAllowed;MapTorrentRangeSafe,src/test/modelnet_r10_security_tests.cpp;src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r10_security_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
